Expt,Well,Subline,Time_h,Cell.count,Condition,FUCCI.cells,UID
X20120612,F02,DS1,86.42999999,165,Erlotinib,7,DS1_X20120612_F02
X20120612,F02,DS1,87.43499999,161,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,88.43999999,152,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,89.44499999,154,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,90.44999999,151,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,91.45499999,150,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,92.45999999,151,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,93.46499999,148,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,94.46999999,147,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,95.47499999,139,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,96.47999999,142,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,97.48499999,148,Erlotinib,7,DS1_X20120612_F02
X20120612,F02,DS1,98.48999999,152,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,99.49499999,143,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,100.5,147,Erlotinib,1,DS1_X20120612_F02
X20120612,F02,DS1,101.505,151,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,102.51,148,Erlotinib,1,DS1_X20120612_F02
X20120612,F02,DS1,103.515,144,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,104.52,146,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,105.525,139,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,106.53,141,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,107.535,137,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,108.54,138,Erlotinib,8,DS1_X20120612_F02
X20120612,F02,DS1,109.545,130,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,110.55,128,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,111.555,135,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,112.56,135,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,113.565,122,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,114.57,121,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,115.575,119,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,116.58,122,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,117.585,120,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,118.59,117,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,119.595,111,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,120.6,118,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,121.605,118,Erlotinib,6,DS1_X20120612_F02
X20120612,F02,DS1,122.61,112,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,123.615,106,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,124.62,107,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,125.625,104,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,126.63,110,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,127.635,103,Erlotinib,5,DS1_X20120612_F02
X20120612,F02,DS1,128.64,103,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,129.645,102,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,130.65,97,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,131.655,101,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,132.66,95,Erlotinib,1,DS1_X20120612_F02
X20120612,F02,DS1,133.665,100,Erlotinib,1,DS1_X20120612_F02
X20120612,F02,DS1,134.67,99,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,135.675,98,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,136.68,98,Erlotinib,0,DS1_X20120612_F02
X20120612,F02,DS1,137.685,99,Erlotinib,0,DS1_X20120612_F02
X20120612,F02,DS1,138.69,96,Erlotinib,0,DS1_X20120612_F02
X20120612,F02,DS1,139.695,101,Erlotinib,4,DS1_X20120612_F02
X20120612,F02,DS1,140.7,96,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,141.705,92,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,142.71,102,Erlotinib,3,DS1_X20120612_F02
X20120612,F02,DS1,143.715,90,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,144.72,88,Erlotinib,2,DS1_X20120612_F02
X20120612,F02,DS1,145.725,94,Erlotinib,5,DS1_X20120612_F02
X20120612,F03,DS2,0,377,Erlotinib,141,DS2_X20120612_F03
X20120612,F03,DS2,1.005,365,Erlotinib,141,DS2_X20120612_F03
X20120612,F03,DS2,2.01,386,Erlotinib,140,DS2_X20120612_F03
X20120612,F03,DS2,3.015,429,Erlotinib,144,DS2_X20120612_F03
X20120612,F03,DS2,4.02,464,Erlotinib,185,DS2_X20120612_F03
X20120612,F03,DS2,5.024999999,464,Erlotinib,153,DS2_X20120612_F03
X20120612,F03,DS2,6.029999999,482,Erlotinib,166,DS2_X20120612_F03
X20120612,F03,DS2,7.034999999,504,Erlotinib,173,DS2_X20120612_F03
X20120612,F03,DS2,8.039999999,530,Erlotinib,166,DS2_X20120612_F03
X20120612,F03,DS2,9.044999999,501,Erlotinib,165,DS2_X20120612_F03
X20120612,F03,DS2,10.05,551,Erlotinib,161,DS2_X20120612_F03
X20120612,F03,DS2,11.055,590,Erlotinib,166,DS2_X20120612_F03
X20120612,F03,DS2,12.06,617,Erlotinib,138,DS2_X20120612_F03
X20120612,F03,DS2,13.065,634,Erlotinib,107,DS2_X20120612_F03
X20120612,F03,DS2,14.07,665,Erlotinib,133,DS2_X20120612_F03
X20120612,F03,DS2,15.075,698,Erlotinib,130,DS2_X20120612_F03
X20120612,F03,DS2,16.08,728,Erlotinib,129,DS2_X20120612_F03
X20120612,F03,DS2,17.085,731,Erlotinib,116,DS2_X20120612_F03
X20120612,F03,DS2,18.09,772,Erlotinib,112,DS2_X20120612_F03
X20120612,F03,DS2,19.095,775,Erlotinib,110,DS2_X20120612_F03
X20120612,F03,DS2,20.1,806,Erlotinib,103,DS2_X20120612_F03
X20120612,F03,DS2,21.105,815,Erlotinib,94,DS2_X20120612_F03
X20120612,F03,DS2,22.11,836,Erlotinib,86,DS2_X20120612_F03
X20120612,F03,DS2,23.115,856,Erlotinib,87,DS2_X20120612_F03
X20120612,F03,DS2,24.12,863,Erlotinib,76,DS2_X20120612_F03
X20120612,F03,DS2,25.125,840,Erlotinib,73,DS2_X20120612_F03
X20120612,F03,DS2,26.13,898,Erlotinib,66,DS2_X20120612_F03
X20120612,F03,DS2,27.135,911,Erlotinib,64,DS2_X20120612_F03
X20120612,F03,DS2,28.14,929,Erlotinib,62,DS2_X20120612_F03
X20120612,F03,DS2,29.145,930,Erlotinib,66,DS2_X20120612_F03
X20120612,F03,DS2,30.15,917,Erlotinib,56,DS2_X20120612_F03
X20120612,F03,DS2,31.155,952,Erlotinib,54,DS2_X20120612_F03
X20120612,F03,DS2,32.16,958,Erlotinib,47,DS2_X20120612_F03
X20120612,F03,DS2,33.165,939,Erlotinib,44,DS2_X20120612_F03
X20120612,F03,DS2,34.17,982,Erlotinib,44,DS2_X20120612_F03
X20120612,F03,DS2,35.175,1003,Erlotinib,40,DS2_X20120612_F03
X20120612,F03,DS2,36.18,1021,Erlotinib,39,DS2_X20120612_F03
X20120612,F03,DS2,37.185,1020,Erlotinib,34,DS2_X20120612_F03
X20120612,F03,DS2,38.19,1035,Erlotinib,46,DS2_X20120612_F03
X20120612,F03,DS2,39.195,1034,Erlotinib,45,DS2_X20120612_F03
X20120612,F03,DS2,40.2,1050,Erlotinib,45,DS2_X20120612_F03
X20120612,F03,DS2,41.205,1049,Erlotinib,40,DS2_X20120612_F03
X20120612,F03,DS2,42.21,1062,Erlotinib,33,DS2_X20120612_F03
X20120612,F03,DS2,43.215,1076,Erlotinib,34,DS2_X20120612_F03
X20120612,F03,DS2,44.22,1075,Erlotinib,31,DS2_X20120612_F03
X20120612,F03,DS2,45.22499999,1074,Erlotinib,30,DS2_X20120612_F03
X20120612,F03,DS2,46.22999999,1080,Erlotinib,27,DS2_X20120612_F03
X20120612,F03,DS2,47.23499999,1092,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,48.23999999,1094,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,49.24499999,1108,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,50.24999999,1101,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,51.25499999,1106,Erlotinib,22,DS2_X20120612_F03
X20120612,F03,DS2,52.25999999,1113,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,53.26499999,1109,Erlotinib,18,DS2_X20120612_F03
X20120612,F03,DS2,54.26999999,1123,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,55.27499999,1090,Erlotinib,19,DS2_X20120612_F03
X20120612,F03,DS2,56.27999999,1131,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,57.28499999,1109,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,58.28999999,1071,Erlotinib,27,DS2_X20120612_F03
X20120612,F03,DS2,59.29499999,1134,Erlotinib,25,DS2_X20120612_F03
X20120612,F03,DS2,60.29999999,1150,Erlotinib,27,DS2_X20120612_F03
X20120612,F03,DS2,61.30499999,1138,Erlotinib,29,DS2_X20120612_F03
X20120612,F03,DS2,62.30999999,1145,Erlotinib,25,DS2_X20120612_F03
X20120612,F03,DS2,63.31499999,1149,Erlotinib,28,DS2_X20120612_F03
X20120612,F03,DS2,64.31999999,1143,Erlotinib,26,DS2_X20120612_F03
X20120612,F03,DS2,65.32499999,1145,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,66.32999999,1155,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,67.33499999,1157,Erlotinib,22,DS2_X20120612_F03
X20120612,F03,DS2,68.33999999,1155,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,69.34499999,1130,Erlotinib,17,DS2_X20120612_F03
X20120612,F03,DS2,70.34999999,1132,Erlotinib,19,DS2_X20120612_F03
X20120612,F03,DS2,71.35499999,1148,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,72.35999999,1145,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,73.36499999,1142,Erlotinib,18,DS2_X20120612_F03
X20120612,F03,DS2,74.36999999,1155,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,75.37499999,1141,Erlotinib,17,DS2_X20120612_F03
X20120612,F03,DS2,76.37999999,1158,Erlotinib,17,DS2_X20120612_F03
X20120612,F03,DS2,77.38499999,1198,Erlotinib,17,DS2_X20120612_F03
X20120612,F03,DS2,78.38999999,1158,Erlotinib,15,DS2_X20120612_F03
X20120612,F03,DS2,79.39499999,1202,Erlotinib,18,DS2_X20120612_F03
X20120612,F03,DS2,80.39999999,1198,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,81.40499999,1180,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,82.40999999,1187,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,83.41499999,1191,Erlotinib,25,DS2_X20120612_F03
X20120612,F03,DS2,84.41999999,1199,Erlotinib,23,DS2_X20120612_F03
X20120612,F03,DS2,85.42499999,1186,Erlotinib,24,DS2_X20120612_F03
X20120612,F03,DS2,86.42999999,1184,Erlotinib,21,DS2_X20120612_F03
X20120612,F03,DS2,87.43499999,1181,Erlotinib,19,DS2_X20120612_F03
X20120612,F03,DS2,88.43999999,1164,Erlotinib,18,DS2_X20120612_F03
X20120612,F03,DS2,89.44499999,1189,Erlotinib,15,DS2_X20120612_F03
X20120612,F03,DS2,90.44999999,1140,Erlotinib,15,DS2_X20120612_F03
X20120612,F03,DS2,91.45499999,1128,Erlotinib,20,DS2_X20120612_F03
X20120612,F03,DS2,92.45999999,1133,Erlotinib,12,DS2_X20120612_F03
X20120612,F03,DS2,93.46499999,1115,Erlotinib,10,DS2_X20120612_F03
X20120612,F03,DS2,94.46999999,1105,Erlotinib,11,DS2_X20120612_F03
X20120612,F03,DS2,95.47499999,1088,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,96.47999999,1090,Erlotinib,9,DS2_X20120612_F03
X20120612,F03,DS2,97.48499999,1085,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,98.48999999,1072,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,99.49499999,1050,Erlotinib,5,DS2_X20120612_F03
X20120612,F03,DS2,100.5,1065,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,101.505,1049,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,102.51,1045,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,103.515,1031,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,104.52,1011,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,105.525,1012,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,106.53,1000,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,107.535,996,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,108.54,983,Erlotinib,9,DS2_X20120612_F03
X20120612,F03,DS2,109.545,959,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,110.55,954,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,111.555,919,Erlotinib,9,DS2_X20120612_F03
X20120612,F03,DS2,112.56,914,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,113.565,908,Erlotinib,10,DS2_X20120612_F03
X20120612,F03,DS2,114.57,899,Erlotinib,9,DS2_X20120612_F03
X20120612,F03,DS2,115.575,894,Erlotinib,10,DS2_X20120612_F03
X20120612,F03,DS2,116.58,834,Erlotinib,9,DS2_X20120612_F03
X20120612,F03,DS2,117.585,870,Erlotinib,11,DS2_X20120612_F03
X20120612,F03,DS2,118.59,845,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,119.595,861,Erlotinib,10,DS2_X20120612_F03
X20120612,F03,DS2,120.6,837,Erlotinib,11,DS2_X20120612_F03
X20120612,F03,DS2,121.605,804,Erlotinib,10,DS2_X20120612_F03
X20120612,F03,DS2,122.61,796,Erlotinib,8,DS2_X20120612_F03
X20120612,F03,DS2,123.615,809,Erlotinib,7,DS2_X20120612_F03
X20120612,F03,DS2,124.62,770,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,125.625,770,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,126.63,775,Erlotinib,2,DS2_X20120612_F03
X20120612,F03,DS2,127.635,745,Erlotinib,3,DS2_X20120612_F03
X20120612,F03,DS2,128.64,721,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,129.645,698,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,130.65,686,Erlotinib,1,DS2_X20120612_F03
X20120612,F03,DS2,131.655,658,Erlotinib,2,DS2_X20120612_F03
X20120612,F03,DS2,132.66,659,Erlotinib,1,DS2_X20120612_F03
X20120612,F03,DS2,133.665,651,Erlotinib,1,DS2_X20120612_F03
X20120612,F03,DS2,134.67,655,Erlotinib,0,DS2_X20120612_F03
X20120612,F03,DS2,135.675,611,Erlotinib,2,DS2_X20120612_F03
X20120612,F03,DS2,136.68,630,Erlotinib,2,DS2_X20120612_F03
X20120612,F03,DS2,137.685,649,Erlotinib,3,DS2_X20120612_F03
X20120612,F03,DS2,138.69,623,Erlotinib,3,DS2_X20120612_F03
X20120612,F03,DS2,139.695,665,Erlotinib,3,DS2_X20120612_F03
X20120612,F03,DS2,140.7,588,Erlotinib,4,DS2_X20120612_F03
X20120612,F03,DS2,141.705,614,Erlotinib,6,DS2_X20120612_F03
X20120612,F03,DS2,142.71,610,Erlotinib,3,DS2_X20120612_F03
X20120612,F03,DS2,143.715,592,Erlotinib,2,DS2_X20120612_F03
X20120612,F03,DS2,144.72,579,Erlotinib,5,DS2_X20120612_F03
X20120612,F03,DS2,145.725,587,Erlotinib,4,DS2_X20120612_F03
X20120612,F04,DS3,0,137,Erlotinib,54,DS3_X20120612_F04
X20120612,F04,DS3,1.005,140,Erlotinib,36,DS3_X20120612_F04
X20120612,F04,DS3,2.01,148,Erlotinib,41,DS3_X20120612_F04
X20120612,F04,DS3,3.015,149,Erlotinib,36,DS3_X20120612_F04
X20120612,F04,DS3,4.02,142,Erlotinib,39,DS3_X20120612_F04
X20120612,F04,DS3,5.024999999,162,Erlotinib,42,DS3_X20120612_F04
X20120612,F04,DS3,6.029999999,165,Erlotinib,47,DS3_X20120612_F04
X20120612,F04,DS3,7.034999999,166,Erlotinib,40,DS3_X20120612_F04
X20120612,F04,DS3,8.039999999,169,Erlotinib,44,DS3_X20120612_F04
X20120612,F04,DS3,9.044999999,178,Erlotinib,52,DS3_X20120612_F04
X20120612,F04,DS3,10.05,198,Erlotinib,57,DS3_X20120612_F04
X20120612,F04,DS3,11.055,204,Erlotinib,51,DS3_X20120612_F04
X20120612,F04,DS3,12.06,207,Erlotinib,55,DS3_X20120612_F04
X20120612,F04,DS3,13.065,216,Erlotinib,52,DS3_X20120612_F04
X20120612,F04,DS3,14.07,227,Erlotinib,74,DS3_X20120612_F04
X20120612,F04,DS3,15.075,232,Erlotinib,63,DS3_X20120612_F04
X20120612,F04,DS3,16.08,232,Erlotinib,72,DS3_X20120612_F04
X20120612,F04,DS3,17.085,233,Erlotinib,65,DS3_X20120612_F04
X20120612,F04,DS3,18.09,228,Erlotinib,63,DS3_X20120612_F04
X20120612,F04,DS3,19.095,248,Erlotinib,71,DS3_X20120612_F04
X20120612,F04,DS3,20.1,255,Erlotinib,71,DS3_X20120612_F04
X20120612,F04,DS3,21.105,265,Erlotinib,65,DS3_X20120612_F04
X20120612,F04,DS3,22.11,276,Erlotinib,62,DS3_X20120612_F04
X20120612,F04,DS3,23.115,288,Erlotinib,56,DS3_X20120612_F04
X20120612,F04,DS3,24.12,298,Erlotinib,57,DS3_X20120612_F04
X20120612,F04,DS3,25.125,297,Erlotinib,49,DS3_X20120612_F04
X20120612,F04,DS3,26.13,303,Erlotinib,43,DS3_X20120612_F04
X20120612,F04,DS3,27.135,308,Erlotinib,43,DS3_X20120612_F04
X20120612,F04,DS3,28.14,324,Erlotinib,36,DS3_X20120612_F04
X20120612,F04,DS3,29.145,343,Erlotinib,34,DS3_X20120612_F04
X20120612,F04,DS3,30.15,346,Erlotinib,43,DS3_X20120612_F04
X20120612,F04,DS3,31.155,364,Erlotinib,42,DS3_X20120612_F04
X20120612,F04,DS3,32.16,371,Erlotinib,40,DS3_X20120612_F04
X20120612,F04,DS3,33.165,364,Erlotinib,34,DS3_X20120612_F04
X20120612,F04,DS3,34.17,372,Erlotinib,41,DS3_X20120612_F04
X20120612,F04,DS3,35.175,374,Erlotinib,41,DS3_X20120612_F04
X20120612,F04,DS3,36.18,372,Erlotinib,46,DS3_X20120612_F04
X20120612,F04,DS3,37.185,382,Erlotinib,51,DS3_X20120612_F04
X20120612,F04,DS3,38.19,389,Erlotinib,50,DS3_X20120612_F04
X20120612,F04,DS3,39.195,389,Erlotinib,48,DS3_X20120612_F04
X20120612,F04,DS3,40.2,403,Erlotinib,42,DS3_X20120612_F04
X20120612,F04,DS3,41.205,412,Erlotinib,52,DS3_X20120612_F04
X20120612,F04,DS3,42.21,414,Erlotinib,46,DS3_X20120612_F04
X20120612,F04,DS3,43.215,422,Erlotinib,49,DS3_X20120612_F04
X20120612,F04,DS3,44.22,430,Erlotinib,43,DS3_X20120612_F04
X20120612,F04,DS3,45.22499999,433,Erlotinib,40,DS3_X20120612_F04
X20120612,F04,DS3,46.22999999,442,Erlotinib,41,DS3_X20120612_F04
X20120612,F04,DS3,47.23499999,439,Erlotinib,30,DS3_X20120612_F04
X20120612,F04,DS3,48.23999999,444,Erlotinib,31,DS3_X20120612_F04
X20120612,F04,DS3,49.24499999,453,Erlotinib,25,DS3_X20120612_F04
X20120612,F04,DS3,50.24999999,455,Erlotinib,27,DS3_X20120612_F04
X20120612,F04,DS3,51.25499999,470,Erlotinib,25,DS3_X20120612_F04
X20120612,F04,DS3,52.25999999,465,Erlotinib,21,DS3_X20120612_F04
X20120612,F04,DS3,53.26499999,477,Erlotinib,22,DS3_X20120612_F04
X20120612,F04,DS3,54.26999999,481,Erlotinib,19,DS3_X20120612_F04
X20120612,F04,DS3,55.27499999,478,Erlotinib,18,DS3_X20120612_F04
X20120612,F04,DS3,56.27999999,484,Erlotinib,12,DS3_X20120612_F04
X20120612,F04,DS3,57.28499999,483,Erlotinib,15,DS3_X20120612_F04
X20120612,F04,DS3,58.28999999,484,Erlotinib,13,DS3_X20120612_F04
X20120612,F04,DS3,59.29499999,490,Erlotinib,10,DS3_X20120612_F04
X20120612,F04,DS3,60.29999999,486,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,61.30499999,496,Erlotinib,9,DS3_X20120612_F04
X20120612,F04,DS3,62.30999999,490,Erlotinib,9,DS3_X20120612_F04
X20120612,F04,DS3,63.31499999,491,Erlotinib,5,DS3_X20120612_F04
X20120612,F04,DS3,64.31999999,487,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,65.32499999,477,Erlotinib,5,DS3_X20120612_F04
X20120612,F04,DS3,66.32999999,483,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,67.33499999,476,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,68.33999999,475,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,69.34499999,476,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,70.34999999,475,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,71.35499999,472,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,72.35999999,475,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,73.36499999,496,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,74.36999999,512,Erlotinib,11,DS3_X20120612_F04
X20120612,F04,DS3,75.37499999,508,Erlotinib,10,DS3_X20120612_F04
X20120612,F04,DS3,76.37999999,510,Erlotinib,10,DS3_X20120612_F04
X20120612,F04,DS3,77.38499999,522,Erlotinib,9,DS3_X20120612_F04
X20120612,F04,DS3,78.38999999,504,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,79.39499999,496,Erlotinib,9,DS3_X20120612_F04
X20120612,F04,DS3,80.39999999,493,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,81.40499999,494,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,82.40999999,496,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,83.41499999,494,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,84.41999999,472,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,85.42499999,459,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,86.42999999,469,Erlotinib,9,DS3_X20120612_F04
X20120612,F04,DS3,87.43499999,462,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,88.43999999,455,Erlotinib,7,DS3_X20120612_F04
X20120612,F04,DS3,89.44499999,452,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,90.44999999,447,Erlotinib,5,DS3_X20120612_F04
X20120612,F04,DS3,91.45499999,432,Erlotinib,5,DS3_X20120612_F04
X20120612,F04,DS3,92.45999999,453,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,93.46499999,451,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,94.46999999,444,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,95.47499999,426,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,96.47999999,418,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,97.48499999,425,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,98.48999999,398,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,99.49499999,413,Erlotinib,1,DS3_X20120612_F04
X20120612,F04,DS3,100.5,395,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,101.505,389,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,102.51,382,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,103.515,390,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,104.52,349,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,105.525,349,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,106.53,378,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,107.535,349,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,108.54,363,Erlotinib,8,DS3_X20120612_F04
X20120612,F04,DS3,109.545,357,Erlotinib,5,DS3_X20120612_F04
X20120612,F04,DS3,110.55,348,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,111.555,330,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,112.56,353,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,113.565,338,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,114.57,340,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,115.575,326,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,116.58,304,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,117.585,328,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,118.59,311,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,119.595,321,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,120.6,288,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,121.605,314,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,122.61,273,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,123.615,278,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,124.62,305,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,125.625,304,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,126.63,299,Erlotinib,6,DS3_X20120612_F04
X20120612,F04,DS3,127.635,275,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,128.64,289,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,129.645,280,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,130.65,274,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,131.655,259,Erlotinib,0,DS3_X20120612_F04
X20120612,F04,DS3,132.66,261,Erlotinib,1,DS3_X20120612_F04
X20120612,F04,DS3,133.665,252,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,134.67,274,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,135.675,261,Erlotinib,2,DS3_X20120612_F04
X20120612,F04,DS3,136.68,253,Erlotinib,1,DS3_X20120612_F04
X20120612,F04,DS3,137.685,274,Erlotinib,1,DS3_X20120612_F04
X20120612,F04,DS3,138.69,266,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,139.695,241,Erlotinib,1,DS3_X20120612_F04
X20120612,F04,DS3,140.7,243,Erlotinib,3,DS3_X20120612_F04
X20120612,F04,DS3,141.705,265,Erlotinib,4,DS3_X20120612_F04
X20120612,F04,DS3,142.71,246,Erlotinib,4,DS3_X20120612_F04
